State,STATE,County,FIPS,FE_AREA,LON,LAT
Georgia,GA,Miller,13201,sw,-84.7307,31.164
Georgia,GA,Meriwether,13199,wc,-84.6883,33.0407
Georgia,GA,Marion,13197,wc,-84.5246,32.3534
Georgia,GA,Madison,13195,ne,-83.209,34.1279
Georgia,GA,McDuffie,13189,ec,-82.4814,33.4829
Georgia,GA,Lumpkin,13187,nc,-84.0031,34.5722
Georgia,GA,Lowndes,13185,sc,-83.2677,30.8339
Georgia,GA,Lincoln,13181,ec,-82.4512,33.7936
Georgia,GA,Laurens,13175,cc,-82.9222,32.4637
Georgia,GA,Lanier,13173,sc,-83.0626,31.038
Georgia,GA,Lamar,13171,wc,-84.1394,33.0765
Georgia,GA,Jones,13169,cc,-83.5605,33.0251
Georgia,GA,Johnson,13167,ec,-82.6601,32.7015
Georgia,GA,Jenkins,13165,se,-81.9636,32.7925
Georgia,GA,Wilkinson,13319,cc,-83.1713,32.8024
Georgia,GA,Jeff Davis,13161,se,-82.637,31.8056
Georgia,GA,Upson,13293,wc,-84.2993,32.8812
Georgia,GA,Macon,13193,wc,-84.0425,32.3584
Georgia,GA,Evans,13109,se,-81.8868,32.1568
Georgia,GA,Lee,13177,sw,-84.141,31.7796
Georgia,GA,Taylor,13269,wc,-84.2504,32.5556
Georgia,GA,Brooks,13027,sc,-83.5803,30.842
Georgia,GA,Appling,13001,se,-82.289,31.7493
Georgia,GA,Atkinson,13003,se,-82.88,31.2971
Georgia,GA,Bacon,13005,se,-82.4527,31.5537
Georgia,GA,Baker,13007,sw,-84.4447,31.3262
Georgia,GA,Baldwin,13009,cc,-83.2498,33.069
Georgia,GA,Banks,13011,ne,-83.4974,34.3541
Georgia,GA,Barrow,13013,nc,-83.7126,33.9932
Georgia,GA,Bartow,13015,nw,-84.8405,34.2379
Georgia,GA,Ben Hill,13017,sc,-83.2206,31.7598
Georgia,GA,Berrien,13019,sc,-83.2297,31.2761
Georgia,GA,Bibb,13021,cc,-83.6979,32.8067
Georgia,GA,Bleckley,13023,cc,-83.3279,32.4344
Georgia,GA,Brantley,13025,se,-81.9819,31.197
Georgia,GA,Bulloch,13031,se,-81.7432,32.3969
Georgia,GA,Burke,13033,ec,-82.0008,33.0612
Georgia,GA,Butts,13035,cc,-83.9572,33.2891
Georgia,GA,Calhoun,13037,sw,-84.6249,31.5292
Georgia,GA,Candler,13043,se,-82.0737,32.4035
Georgia,GA,Carroll,13045,nw,-85.0797,33.5828
Georgia,GA,Catoosa,13047,nw,-85.1381,34.9036
Georgia,GA,Chattahoochee,13053,wc,-84.787,32.347
Georgia,GA,Chattooga,13055,nw,-85.3454,34.475
Georgia,GA,Cherokee,13057,nc,-84.4764,34.2439
Georgia,GA,Clarke,13059,ne,-83.3675,33.9513
Georgia,GA,Worth,13321,sc,-83.851,31.5516
Georgia,GA,Clinch,13065,se,-82.7063,30.9151
Georgia,GA,Cobb,13067,nc,-84.5767,33.9415
Georgia,GA,Coffee,13069,se,-82.8493,31.5492
Georgia,GA,Colquitt,13071,sc,-83.7688,31.1884
Georgia,GA,Columbia,13073,ec,-82.264,33.5442
Georgia,GA,Cook,13075,sc,-83.4305,31.154
Georgia,GA,Coweta,13077,wc,-84.7633,33.3535
Georgia,GA,Crawford,13079,cc,-83.9864,32.7145
Georgia,GA,Crisp,13081,cc,-83.7681,31.923
Georgia,GA,Dade,13083,nw,-85.5045,34.8546
Georgia,GA,Dawson,13085,nc,-84.1704,34.4438
Georgia,GA,DeKalb,13089,nc,-84.2263,33.7715
Georgia,GA,Effingham,13103,se,-81.3407,32.3675
Georgia,GA,Decatur,13087,sw,-84.7577,30.7994
Georgia,GA,Decatur,13087,sw,-84.572,30.8815
Georgia,GA,Seminole,13253,sw,-84.8812,30.7935
Georgia,GA,Seminole,13253,sw,-84.8681,30.9481
Georgia,GA,Charlton,13049,se,-82.138,30.7818
Georgia,GA,Quitman,13239,sw,-85.0188,31.8674
Georgia,GA,Clay,13061,sw,-84.9803,31.6264
Georgia,GA,Liberty,13179,se,-81.4998,31.8308
Georgia,GA,Fulton,13121,nc,-84.4669,33.7903
Georgia,GA,Camden,13039,se,-81.682,30.9335
Georgia,GA,Bryan,13029,se,-81.4474,32.0175
Georgia,GA,Chatham,13051,se,-81.1416,32.0099
Georgia,GA,Chatham,13051,se,-81.0394,31.9297
Georgia,GA,Long,13183,se,-81.746,31.7528
Georgia,GA,Glynn,13127,se,-81.5512,31.2365
Georgia,GA,McIntosh,13191,se,-81.4149,31.5007
Georgia,GA,Walton,13297,nc,-83.7338,33.7816
Georgia,GA,Bryan,13029,se,-81.1919,31.7798
Georgia,GA,Jasper,13159,cc,-83.6881,33.3165
American Samoa,AS,Swains Island,60040,,-171.0459,-11.0843
American Samoa,AS,Manu'a,60020,,-169.506,-14.2219
American Samoa,AS,Western,60050,,-170.7691,-14.3241
American Samoa,AS,Eastern,60010,,-170.6596,-14.2763
Puerto Rico,PR,Anasco,72011,,-67.1221,18.287
Puerto Rico,PR,Arroyo,72015,,-66.0563,17.9982
Puerto Rico,PR,Barceloneta,72017,,-66.5605,18.4454
Puerto Rico,PR,Barranquitas,72019,,-66.3099,18.2017
Puerto Rico,PR,Bayamon,72021,,-66.1684,18.3497
Puerto Rico,PR,Caguas,72025,,-66.0508,18.2119
Puerto Rico,PR,Canovanas,72029,,-65.8879,18.3288
Puerto Rico,PR,Cayey,72035,,-66.1495,18.1029
Puerto Rico,PR,Ceiba,72037,,-65.6678,18.2526
Puerto Rico,PR,Ciales,72039,,-66.5164,18.2889
Puerto Rico,PR,Cidra,72041,,-66.1611,18.1737
Puerto Rico,PR,Coamo,72043,,-66.3601,18.0972
Puerto Rico,PR,Comerio,72045,,-66.2219,18.2248
Puerto Rico,PR,Corozal,72047,,-66.3279,18.3043
Puerto Rico,PR,Florida,72054,,-66.5601,18.3735
Puerto Rico,PR,Guanica,72055,,-66.9198,17.9827
Puerto Rico,PR,Guayama,72057,,-66.1336,18.0077
Puerto Rico,PR,Guayanilla,72059,,-66.7916,18.0406
Puerto Rico,PR,Guaynabo,72061,,-66.1145,18.3442
Puerto Rico,PR,Gurabo,72063,,-65.9791,18.2663
Puerto Rico,PR,Hatillo,72065,,-66.7964,18.4106
Puerto Rico,PR,Hormigueros,72067,,-67.114,18.1341
Puerto Rico,PR,Mayaguez,72097,,-67.337,18.1716
Puerto Rico,PR,Naguabo,72103,,-65.7542,18.2306
Puerto Rico,PR,Jayuya,72073,,-66.5885,18.2106
Puerto Rico,PR,Juana Diaz,72075,,-66.4951,18.0507
Puerto Rico,PR,Juncos,72077,,-65.9089,18.2236
Puerto Rico,PR,Lajas,72079,,-67.0404,18.0123
Puerto Rico,PR,Lares,72081,,-66.8669,18.2689
Puerto Rico,PR,Las Piedras,72085,,-65.8693,18.1876
Puerto Rico,PR,Manati,72091,,-66.4902,18.4204
Puerto Rico,PR,Maricao,72093,,-66.9424,18.1721
Puerto Rico,PR,Maunabo,72095,,-65.9219,18.018
Puerto Rico,PR,Moca,72099,,-67.0808,18.3779
Puerto Rico,PR,Morovis,72101,,-66.4202,18.3171
Puerto Rico,PR,Naranjito,72105,,-66.2526,18.2884
Puerto Rico,PR,Orocovis,72107,,-66.4339,18.2149
Puerto Rico,PR,Patillas,72109,,-66.0122,18.0317
Puerto Rico,PR,Penuelas,72111,,-66.7211,18.0608
Puerto Rico,PR,Ponce,72113,,-66.6141,18.0597
Puerto Rico,PR,Sabana Grande,72121,,-66.9435,18.083
Puerto Rico,PR,Salinas,72123,,-66.2564,18.0115
Puerto Rico,PR,San German,72125,,-67.0385,18.1111
Puerto Rico,PR,San Juan,72127,,-66.0607,18.3864
Puerto Rico,PR,San Lorenzo,72129,,-65.9764,18.148
Puerto Rico,PR,Santa Isabel,72133,,-66.3889,17.995
Puerto Rico,PR,Trujillo Alto,72139,,-65.9992,18.3362
Puerto Rico,PR,Utuado,72141,,-66.7024,18.271
Puerto Rico,PR,Vega Alta,72143,,-66.3372,18.4093
Puerto Rico,PR,Villalba,72149,,-66.4729,18.128
Puerto Rico,PR,Yabucoa,72151,,-65.8965,18.0706
Puerto Rico,PR,Yauco,72153,,-66.8586,18.0801
Puerto Rico,PR,San Sebastian,72131,,-66.9712,18.3288
Puerto Rico,PR,Adjuntas,72001,,-66.7542,18.1798
Puerto Rico,PR,Aguas Buenas,72007,,-66.1268,18.2517
Puerto Rico,PR,Aibonito,72009,,-66.2644,18.1311
Puerto Rico,PR,Arecibo,72013,,-66.6752,18.4068
Puerto Rico,PR,Las Marias,72083,,-66.9835,18.2371
Puerto Rico,PR,Rincon,72117,,-67.2414,18.3374
Puerto Rico,PR,Aguadilla,72005,,-67.1207,18.4597
Puerto Rico,PR,Isabela,72071,,-67.0052,18.4499
Puerto Rico,PR,Camuy,72027,,-66.8602,18.4188
Puerto Rico,PR,Dorado,72051,,-66.2787,18.4365
Puerto Rico,PR,Toa Alta,72135,,-66.2464,18.3626
Puerto Rico,PR,Aguada,72003,,-67.1748,18.3603
Puerto Rico,PR,Culebra,72049,,-65.2877,18.3159
Puerto Rico,PR,Cabo Rojo,72023,,-67.1537,18.0415
Puerto Rico,PR,Fajardo,72053,,-65.6686,18.3176
Puerto Rico,PR,Vieques,72147,,-65.4414,18.1231
Puerto Rico,PR,Carolina,72031,,-65.9567,18.3742
Puerto Rico,PR,Quebradillas,72115,,-66.926,18.4397
Puerto Rico,PR,Catano,72033,,-66.144,18.4374
Puerto Rico,PR,Luquillo,72089,,-65.7249,18.3422
Puerto Rico,PR,Humacao,72069,,-65.8105,18.1452
Puerto Rico,PR,Rio Grande,72119,,-65.8202,18.3553
Puerto Rico,PR,Loiza,72087,,-65.9247,18.434
Puerto Rico,PR,Toa Baja,72137,,-66.2144,18.4312
Puerto Rico,PR,Vega Baja,72145,,-66.398,18.4284
Virgin Islands,VI,Saint Croix,78010,,-64.7677,17.7333
Virgin Islands,VI,Saint Thomas,78030,,-64.9302,18.3453
Virgin Islands,VI,Saint John,78020,,-64.7385,18.339
Guam,GU,Guam,66010,,144.7749,13.4419
Guam,GU,Northern Islands,69085,,145.6922,17.9725
Guam,GU,Saipan,69110,,145.7523,15.1889
Guam,GU,Rota,69100,,145.2127,14.1558
Guam,GU,Tinian,69120,,145.6241,15.0014
Connecticut,CT,Hartford,09003,nn,-72.7328,41.8064
Connecticut,CT,Tolland,09013,nn,-72.3365,41.855
Connecticut,CT,Windham,09015,nn,-71.9875,41.8299
Connecticut,CT,New Haven,09009,ss,-72.9324,41.4108
Connecticut,CT,Litchfield,09005,nn,-73.2453,41.7925
Connecticut,CT,New London,09011,ss,-72.1004,41.4893
Connecticut,CT,Middlesex,09007,ss,-72.534,41.4624
Connecticut,CT,Fairfield,09001,ss,-73.3887,41.2731
Massachusetts,MA,Nantucket,25019,se,-70.0744,41.2781
Massachusetts,MA,Dukes,25007,se,-70.6561,41.3966
Massachusetts,MA,Middlesex,25017,ne,-71.3918,42.4855
Massachusetts,MA,Worcester,25027,cc,-71.9077,42.3514
Massachusetts,MA,Berkshire,25003,ww,-73.2064,42.3706
Massachusetts,MA,Franklin,25011,ww,-72.5919,42.5831
Massachusetts,MA,Hampshire,25015,ww,-72.6638,42.3401
Massachusetts,MA,Norfolk,25021,ee,-71.2248,42.155
Massachusetts,MA,Essex,25009,ne,-70.9581,42.6729
Massachusetts,MA,Plymouth,25023,se,-70.8129,41.9547
Massachusetts,MA,Hampden,25013,ww,-72.6316,42.1351
Massachusetts,MA,Suffolk,25025,ee,-71.0818,42.3308
Massachusetts,MA,Barnstable,25001,se,-70.2982,41.7257
Massachusetts,MA,Bristol,25005,se,-71.1153,41.802
Maryland,MD,Garrett,24023,ww,-79.2739,39.5286
Maryland,MD,Carroll,24013,nc,-77.0228,39.5631
Maryland,MD,Howard,24027,cc,-76.9315,39.251
Maryland,MD,Allegany,24001,ww,-78.6989,39.6215
Maryland,MD,Harford,24025,nn,-76.3194,39.5616
Maryland,MD,Calvert,24009,ss,-76.5696,38.5529
Maryland,MD,Baltimore City,24510,nn,-76.6163,39.3087
Maryland,MD,St. Marys,24037,ss,-76.6076,38.3052
Maryland,MD,Calvert,24009,ss,-76.4805,38.3838
Maryland,MD,Anne Arundel,24003,cc,-76.5279,38.9332
Maryland,MD,St. Marys,24037,ss,-76.6202,38.2729
Maryland,MD,Charles,24017,ss,-76.9899,38.5077
Maryland,MD,Charles,24017,ss,-76.9809,38.393
Maryland,MD,Baltimore City,24510,nn,-76.5758,39.2531
Maryland,MD,Prince Georges,24033,cc,-77.0099,38.7014
Maryland,MD,Talbot,24041,ee,-76.0892,38.7767
Maryland,MD,Talbot,24041,ee,-76.1393,38.7175
Maryland,MD,Kent,24029,ne,-76.1294,39.1885
Maryland,MD,Cecil,24015,ne,-75.974,39.5101
Maryland,MD,Queen Anne's,24035,ne,-76.1834,38.989
Maryland,MD,Frederick,24021,nc,-77.3981,39.4722
Maryland,MD,Montgomery,24031,cc,-77.2041,39.1363
Maryland,MD,Washington,24043,nc,-77.8142,39.6037
Maryland,MD,Harford,24025,nn,-76.1813,39.5818
Maryland,MD,Baltimore,24005,nn,-76.4054,39.295
Maryland,MD,Prince Georges,24033,cc,-76.8436,38.8313
Maryland,MD,Baltimore,24005,nn,-76.6448,39.4664
Maryland,MD,Anne Arundel,24003,cc,-76.6088,39.0074
Maryland,MD,Worcester,24047,se,-75.4976,38.1195
Maryland,MD,Worcester,24047,se,-75.3568,38.2186
Maryland,MD,Somerset,24039,se,-75.8241,38.091
Maryland,MD,Dorchester,24019,se,-76.1372,38.5492
Maryland,MD,Wicomico,24045,se,-75.621,38.3734
Maryland,MD,Dorchester,24019,se,-76.0083,38.4797
Maryland,MD,Wicomico,24045,se,-75.8431,38.252
Maryland,MD,Somerset,24039,se,-75.7449,38.119
Maryland,MD,Caroline,24011,ee,-75.8317,38.8717
Maryland,MD,Cecil,24015,ne,-75.9384,39.5749
Maryland,MD,Kent,24029,ne,-76.0362,39.2574
Maryland,MD,Queen Anne's,24035,ne,-76.0131,39.0738
Vermont,VT,Windsor,50027,ss,-72.5855,43.5798
Vermont,VT,Lamoille,50015,nw,-72.6414,44.6057
Vermont,VT,Orange,50017,cc,-72.3769,44.0056
Vermont,VT,Bennington,50003,ss,-73.0929,43.0355
Vermont,VT,Orleans,50019,ne,-72.2438,44.8288
Vermont,VT,Washington,50023,cc,-72.6149,44.2734
Vermont,VT,Grand Isle,50013,nw,-73.2948,44.7968
Vermont,VT,Chittenden,50007,nw,-73.0809,44.4609
Vermont,VT,Addison,50001,cc,-73.1407,44.0306
Vermont,VT,Rutland,50021,ss,-73.0366,43.5801
Vermont,VT,Windham,50025,ss,-72.7138,42.9906
Vermont,VT,Franklin,50011,nw,-72.912,44.8574
Vermont,VT,Caledonia,50005,ne,-72.1022,44.4647
Vermont,VT,Essex,50009,ne,-71.7364,44.7281
New Hampshire,NH,Sullivan,33019,cc,-72.2223,43.3612
New Hampshire,NH,Belknap,33001,cc,-71.4233,43.5188
New Hampshire,NH,Cheshire,33005,ss,-72.2512,42.9193
New Hampshire,NH,Strafford,33017,cc,-71.0293,43.2975
New Hampshire,NH,Merrimack,33013,cc,-71.6802,43.2977
New Hampshire,NH,Carroll,33003,nn,-71.2028,43.8739
New Hampshire,NH,Hillsborough,33011,ss,-71.716,42.9153
New Hampshire,NH,Rockingham,33015,ss,-71.1251,42.9877
New Hampshire,NH,Coos,33007,nn,-71.3057,44.6893
New Hampshire,NH,Grafton,33009,nn,-71.8205,43.9409
New York,NY,Yates,36123,cc,-77.1055,42.6335
New York,NY,Allegany,36003,ww,-78.0276,42.2574
New York,NY,Broome,36007,cc,-75.8196,42.1602
New York,NY,Cattaraugus,36009,ww,-78.6789,42.2486
New York,NY,Chemung,36015,cc,-76.76,42.1413
New York,NY,Chenango,36017,cc,-75.6115,42.4936
New York,NY,Cortland,36023,cc,-76.0702,42.595
New York,NY,Delaware,36025,cc,-74.9664,42.1982
New York,NY,Genesee,36037,ww,-78.1936,43.001
New York,NY,Hamilton,36041,ee,-74.4974,43.6611
New York,NY,Lewis,36049,cc,-75.4488,43.7847
New York,NY,Livingston,36051,ww,-77.7754,42.728
New York,NY,Madison,36053,cc,-75.6697,42.9129
New York,NY,Montgomery,36057,ee,-74.4397,42.9023
New York,NY,Onondaga,36067,cc,-76.1946,43.0058
New York,NY,Ontario,36069,ww,-77.2998,42.8529
New York,NY,Orange,36071,se,-74.3056,41.4022
New York,NY,Otsego,36077,cc,-75.0326,42.6338
New York,NY,Putnam,36079,se,-73.7495,41.4267
New York,NY,Rockland,36087,se,-74.0241,41.1529
New York,NY,Schoharie,36095,ec,-74.4421,42.5882
New York,NY,Schuyler,36097,cc,-76.8752,42.3938
New York,NY,Seneca,36099,cc,-76.8237,42.781
New York,NY,Steuben,36101,cc,-77.3838,42.2678
New York,NY,Sullivan,36105,cc,-74.7681,41.7164
New York,NY,Tioga,36107,cc,-76.3063,42.1703
New York,NY,Tompkins,36109,cc,-76.4737,42.452
New York,NY,Wyoming,36121,ww,-78.2245,42.7023
New York,NY,Richmond,36085,se,-74.1557,40.5802
New York,NY,Richmond,36085,se,-74.1343,40.6435
New York,NY,Westchester,36119,se,-73.8998,40.9601
New York,NY,Bronx,36005,se,-73.8669,40.8527
New York,NY,New York,36061,se,-73.9689,40.7786
New York,NY,Bronx,36005,se,-73.8707,40.825
New York,NY,Niagara,36063,ww,-78.7427,43.2011
New York,NY,Wayne,36117,ww,-77.0292,43.1566
New York,NY,Oswego,36075,cc,-76.1412,43.4261
New York,NY,Orleans,36073,ww,-78.2312,43.2522
New York,NY,Monroe,36055,ww,-77.6958,43.1464
New York,NY,Westchester,36119,se,-73.7553,41.1643
New York,NY,Washington,36115,ec,-73.4307,43.3137
New York,NY,Warren,36113,ec,-73.846,43.561
New York,NY,Fulton,36035,ee,-74.4222,43.1139
New York,NY,Essex,36031,nn,-73.7727,44.1172
New York,NY,Clinton,36019,nn,-73.6781,44.7462
New York,NY,Franklin,36033,nn,-74.3038,44.5929
New York,NY,Cayuga,36011,cc,-76.5543,42.9169
New York,NY,Oneida,36065,cc,-75.4359,43.2418
New York,NY,Herkimer,36043,ee,-74.9626,43.4196
New York,NY,Schenectady,36093,ec,-74.0585,42.8182
New York,NY,Albany,36001,ec,-73.9735,42.6002
New York,NY,Greene,36039,ec,-74.1227,42.2766
New York,NY,Ulster,36111,ec,-74.2585,41.8881
New York,NY,Dutchess,36027,ec,-73.7428,41.7652
New York,NY,Columbia,36021,ec,-73.6318,42.2501
New York,NY,Rensselaer,36083,ec,-73.5097,42.7111
New York,NY,Saratoga,36091,ec,-73.8639,43.1074
New York,NY,St. Lawrence,36089,nn,-75.0625,44.4921
New York,NY,Nassau,36059,se,-73.5885,40.7411
New York,NY,Chautauqua,36013,ww,-79.3664,42.2282
New York,NY,Suffolk,36103,se,-72.8573,40.878
New York,NY,Queens,36081,se,-73.8177,40.7067
New York,NY,Queens,36081,se,-73.8481,40.7884
New York,NY,Kings,36047,se,-73.9472,40.6447
New York,NY,Jefferson,36045,cc,-75.9102,44.0409
New York,NY,Erie,36029,ww,-78.7308,42.7621
New York,NY,New York (Manhattan),36061,se,-73.9664,40.7787
Pennsylvania,PA,Adams,42001,sc,-77.2179,39.8715
Pennsylvania,PA,Allegheny,42003,sw,-79.9812,40.4688
Pennsylvania,PA,Armstrong,42005,wc,-79.4645,40.8125
Pennsylvania,PA,Beaver,42007,ww,-80.3493,40.6823
Pennsylvania,PA,Bedford,42009,sc,-78.4902,40.0066
Pennsylvania,PA,Blair,42013,cc,-78.3486,40.4813
Pennsylvania,PA,Bradford,42015,ne,-76.5157,41.7886
Pennsylvania,PA,Butler,42019,wc,-79.913,40.9117
Pennsylvania,PA,Cambria,42021,cc,-78.7136,40.4954
Pennsylvania,PA,Cameron,42023,nc,-78.2038,41.4368
Pennsylvania,PA,Clarion,42031,wc,-79.421,41.1925
Pennsylvania,PA,Clearfield,42033,cc,-78.4741,41.0002
Pennsylvania,PA,Columbia,42037,cc,-76.4052,41.0486
Pennsylvania,PA,Crawford,42039,nw,-80.1063,41.6848
Pennsylvania,PA,Cumberland,42041,sc,-77.2651,40.1637
Pennsylvania,PA,Dauphin,42043,sc,-76.7793,40.4155
Pennsylvania,PA,Elk,42047,nc,-78.6492,41.4252
Pennsylvania,PA,Forest,42053,nw,-79.2361,41.5132
Pennsylvania,PA,Franklin,42055,sc,-77.7212,39.9275
Pennsylvania,PA,Fulton,42057,sc,-78.1124,39.9255
Pennsylvania,PA,Greene,42059,sw,-80.2229,39.8538
Pennsylvania,PA,Huntingdon,42061,cc,-77.9812,40.417
Pennsylvania,PA,Indiana,42063,wc,-79.0875,40.6521
Pennsylvania,PA,Jefferson,42065,wc,-78.9995,41.1281
Pennsylvania,PA,Juniata,42067,cc,-77.402,40.5311
Pennsylvania,PA,Lackawanna,42069,ne,-75.6092,41.437
Pennsylvania,PA,Lancaster,42071,sc,-76.2477,40.0424
Pennsylvania,PA,Lawrence,42073,ww,-80.3342,40.9912
Pennsylvania,PA,Lebanon,42075,sc,-76.4577,40.3672
Pennsylvania,PA,Luzerne,42079,ne,-75.9889,41.1771
Pennsylvania,PA,McKean,42083,nc,-78.569,41.8078
Pennsylvania,PA,Mercer,42085,nw,-80.2577,41.3022
Pennsylvania,PA,Mifflin,42087,cc,-77.6171,40.6104
Pennsylvania,PA,Montour,42093,cc,-76.6586,41.028
Pennsylvania,PA,Perry,42099,sc,-77.2622,40.3984
Pennsylvania,PA,Pike,42103,ne,-75.0338,41.3321
Pennsylvania,PA,Potter,42105,nc,-77.8958,41.745
Pennsylvania,PA,Schuylkill,42107,cc,-76.216,40.7059
